review_id,paper_slug,paper_title,venue,official_decision,system,model,pipeline_verdict,tone_verdict,tone_confidence,tone_signal,gate_verdict,gate_reason,triggered_gates,fundamental_gate_hits,fatal_concern_present,num_concerns,num_decisive_concerns,num_major_fatal_concerns,has_accept_signal,structural_unreliable_flag,structural_note,pipeline_vs_tone,pipeline_vs_gate,tone_vs_gate,native_verdict_system,per_concern_gates_json
CC-011,artificial_hivemind,Artificial Hivemind: The Open-Ended Homogeneity of Language Models (and Beyond),NeurIPS 2025,ACCEPTED,O,Opus,ACCEPT,ACCEPT,medium,"The reviewer explicitly states the issues 'while not undermining the central thesis' and characterizes the contribution as 'substantial' and 'commendable,' with all detailed comments framed as precision/clarity corrections rather than fundamental flaws.",AMBIGUOUS,"Mixed: 1 fundamental hit(s), below auto-reject threshold.","G4, G7",1,False,5,0,1,True,,,SAME,DIFF,DIFF,NO,"[{""id"": ""A1"", ""severity"": ""moderate"", ""gates"": [], ""brief"": ""Reporting inconsistency about correlation metric name; does not rise to a fundamental gate."", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""major"", ""gates"": [""G4""], ""brief"": ""Disagreement metric conflates unanimous ties with split preferences, creating a validity/confounding issue that contaminates downstream 'top 60% most disagreed' subset selection and the analyses built on it."", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""moderate"", ""gates"": [""G7""], ""brief"": ""Claim that inter-model similarity sometimes exceeds intra-model similarity overstates what aggregate matrices support; classic overclaiming in scope/generality."", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""minor"", ""gates"": [], ""brief"": ""Minor presentation/count inconsistency in taxonomy; not a fundamental gate issue."", ""source"": ""sheet""}, {""id"": ""A5"", ""severity"": ""moderate"", ""gates"": [""G7""], ""brief"": ""Caption's 'typically exceeds 0.8' overstates a 61.2% rate, weakening precision of the min-p comparison; mild overclaiming."", ""source"": ""sheet""}]"
CC-012,artificial_hivemind,Artificial Hivemind: The Open-Ended Homogeneity of Language Models (and Beyond),NeurIPS 2025,ACCEPTED,M,GPT4o,REJECT,AMBIGUOUS,low,"The review consists of meta-planning and process messages about refining comments rather than substantive evaluation, with no clear accept or reject recommendation expressed.",AMBIGUOUS,No fundamental gate triggers but no positive acceptance signal.,,0,False,9,0,0,False,YES,"Multi-agent artifact: contains process meta-commentary, repeated 'SEND MESSAGE' fragments, inter-agent coordination text, and duplicated content rather than a coherent review.",DIFF,DIFF,SAME,NO,"[{""id"": ""A1"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A5"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A6"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A7"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A8"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A9"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}]"
CC-013,beyond_problem_solving,Beyond Problem Solving: A Three-Space Probe of LLM Critical Thinking,ACL ARR 2025,REJECTED,L,Opus,REJECT,REJECT,high,"The reviewer raises multiple fundamental concerns (limited theoretical contribution, validity issues with benchmark construction, missing controls/baselines, and presentation problems) framed as significant rather than minor, with novelty assessed as only moderate.",REJECT,"6 major/fatal concerns in fundamental gates (G1, G2, G4, G5).","G1, G2, G4, G5, G6, G7",6,False,8,6,7,False,,,SAME,SAME,SAME,NO,"[{""id"": ""A1"", ""severity"": ""major"", ""gates"": [""G5"", ""G7""], ""brief"": ""Three-Space Theory framework is trivially incremental vocabulary adding no predictive power, and paper overclaims theoretical grounding via circular definition."", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""major"", ""gates"": [""G1"", ""G4""], ""brief"": ""Narrow operationalization (removing correct option) conflates calibration/hedging with absence of critical thinking, creating a construct validity threat where the evidence tests something different from the claim."", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""major"", ""gates"": [""G6"", ""G7""], ""brief"": ""Artificial gaslight hints represent a narrow, unrealistic evaluation condition, and generalizing results to real-world critical thinking overclaims beyond what the perturbations support."", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""major"", ""gates"": [""G4"", ""G1""], ""brief"": ""GPT-4o dependency for problem generation and labeling with 68.6% accuracy introduces noise/bias confounding the primary evaluation signal."", ""source"": ""sheet""}, {""id"": ""A5"", ""severity"": ""major"", ""gates"": [""G2""], ""brief"": ""Missing comparison to simpler detection baselines (explicit verification prompts, two-stage pipelines) undermines headline claims about critical thinking capability."", ""source"": ""sheet""}, {""id"": ""A6"", ""severity"": ""major"", ""gates"": [""G1"", ""G4""], ""brief"": ""Absence of false-positive rates for inherent critical thinking means reported improvements cannot be distinguished from a general shift toward spurious refusals."", ""source"": ""sheet""}, {""id"": ""A7"", ""severity"": ""moderate"", ""gates"": [], ""brief"": ""Presentation issues are not fundamental gate concerns."", ""source"": ""sheet""}, {""id"": ""A8"", ""severity"": ""major"", ""gates"": [""G1"", ""G4""], ""brief"": ""Informal hypotheses tested via statistics that conflate difficulty with dataset-level confounds; evidence does not isolate the claimed causal factor."", ""source"": ""sheet""}]"
CC-014,beyond_problem_solving,Beyond Problem Solving: A Three-Space Probe of LLM Critical Thinking,ACL ARR 2025,REJECTED,L,GPT4o,ACCEPT,REJECT,medium,"The reasons for rejection are more numerous, detailed, and substantive (clarity issues, insufficient benchmark comparison, limited datasets/models, lack of real-world grounding) than the brief acceptance reasons, suggesting the reviewer leans toward rejection.",AMBIGUOUS,"Mixed: 1 fundamental hit(s), below auto-reject threshold.","G2, G6",1,False,4,0,2,True,,,DIFF,DIFF,DIFF,NO,"[{""id"": ""A1"", ""severity"": ""moderate"", ""gates"": [], ""brief"": ""Clarity/exposition issue about theory explanation; does not challenge evidence, baselines, or validity."", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""moderate"", ""gates"": [], ""brief"": ""Request for real-world case studies is a scope suggestion, not a fatal-flaw gate trigger."", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""major"", ""gates"": [""G2""], ""brief"": ""Missing comparative analysis against existing benchmarks implicates baseline fairness for novelty/effectiveness claims."", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""major"", ""gates"": [""G6""], ""brief"": ""Limited datasets/models threaten generalizability, indicating narrow evaluation conditions (cherry-picking/narrow scope)."", ""source"": ""sheet""}]"
CC-015,beyond_problem_solving,Beyond Problem Solving: A Three-Space Probe of LLM Critical Thinking,ACL ARR 2025,REJECTED,A,Opus,REJECT,REJECT,high,"The review explicitly states 'Decision: Reject' with all sub-scores at 2 and an overall score of 4, alongside substantive concerns about theoretical framing, methodology, and a potential data error.",REJECT,"5 major/fatal concerns in fundamental gates (G1, G4, G5).","G1, G4, G5, G7",5,False,11,5,5,False,,,SAME,SAME,SAME,YES,"[{""id"": ""A1"", ""severity"": ""major"", ""gates"": [""G5"", ""G7""], ""brief"": ""Three-Space Theory framing adds no non-obvious hypotheses, suggesting the theoretical contribution is trivially incremental and overclaimed relative to what a simpler framing would yield."", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""major"", ""gates"": [""G4"", ""G7""], ""brief"": ""Artificial, simple modifications (especially gaslight hints) test a different construct than genuine critical thinking, threatening construct validity and overclaiming generalization to real-world inconsistencies."", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""major"", ""gates"": [""G4"", ""G1""], ""brief"": ""Using GPT-4o for both generation and classification with only 68.6% classification accuracy introduces confounding/measurement error that could invalidate reported metrics, with unanalyzed error propagation breaking claim-evidence chain."", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""major"", ""gates"": [""G1"", ""G7""], ""brief"": ""Weak Pearson correlation (r=0.258) across heterogeneous datasets without confound control does not directly support the central claim that critical thinking is a distinct capability, constituting claim-evidence mismatch and overclaiming."", ""source"": ""sheet""}, {""id"": ""A5"", ""severity"": ""major"", ""gates"": [""G4""], ""brief"": ""Potential copy-paste error in Table 4 with identical Qwen3-8b/32b-reasoning rows is a data integrity threat that could invalidate reported results."", ""source"": ""sheet""}, {""id"": ""A6"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A7"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A8"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A9"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A10"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A11"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}]"
CC-016,beyond_problem_solving,Beyond Problem Solving: A Three-Space Probe of LLM Critical Thinking,ACL ARR 2025,REJECTED,A,GPT4o,REJECT,REJECT,high,"The review explicitly states 'Decision: Reject' despite mid-range scores, and emphasizes weaknesses around moderate originality, lack of comparisons, and reproducibility gaps.",REJECT,2 major/fatal concerns in fundamental gates (G5).,"G3, G5",2,False,6,3,3,False,,,SAME,SAME,SAME,YES,"[{""id"": ""A1"", ""severity"": ""major"", ""gates"": [""G5""], ""brief"": ""Concern that originality is moderate given prior critical-thinking benchmarks maps to trivially incremental novelty."", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""major"", ""gates"": [""G5""], ""brief"": ""Lack of in-depth comparison with existing work is a positioning issue that bears on novelty differentiation."", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""major"", ""gates"": [""G3""], ""brief"": ""Gaps in experimental setup clarity impacting reproducibility indicate the method may not be implementable from the paper."", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A5"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A6"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}]"
CC-017,beyond_problem_solving,Beyond Problem Solving: A Three-Space Probe of LLM Critical Thinking,ACL ARR 2025,REJECTED,O,Opus,REJECT,REJECT,high,"The reviewer identifies multiple fundamental data integrity issues (duplicated rows, decimal typos, swapped templates) that 'undermine confidence in the empirical claims,' which is framed as especially damaging for a benchmarking paper, alongside unresolved logical and statistical concerns.",REJECT,"3 major/fatal concerns in fundamental gates (G1, G4).","G0, G1, G3, G4, G6, G7",3,False,10,5,4,False,,,SAME,SAME,SAME,NO,"[{""id"": ""A1"", ""severity"": ""major"", ""gates"": [""G4"", ""G1""], ""brief"": ""Copy-paste duplication in Table 3 invalidates size-scaling empirical claims (validity bug) and breaks claim-evidence link for model-size analysis."", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""major"", ""gates"": [""G4"", ""G1""], ""brief"": ""Column-level duplication across architectures in Table 8 is a data integrity bug that invalidates the reported results and undermines evidence for claims."", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""moderate"", ""gates"": [""G4""], ""brief"": ""Decimal typo is a data integrity issue, though minor; confirmed inconsistency with reported averages."", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""major"", ""gates"": [""G3""], ""brief"": ""Swapped/mislabeled prompt templates in Appendix A make the method not implementable as described."", ""source"": ""sheet""}, {""id"": ""A5"", ""severity"": ""moderate"", ""gates"": [""G1"", ""G7""], ""brief"": ""Missing p-values and labels for correlations means the 'weak positive correlation' claim may lack supporting evidence, risking overclaim."", ""source"": ""sheet""}, {""id"": ""A6"", ""severity"": ""moderate"", ""gates"": [""G3"", ""G1""], ""brief"": ""Unspecified statistical test, unit of analysis, and non-standard threshold make the difficulty-hypothesis results non-reproducible and weaken claim-evidence linkage."", ""source"": ""sheet""}, {""id"": ""A7"", ""severity"": ""moderate"", ""gates"": [""G0""], ""brief"": ""Internally contradictory framing of 3-ICL-cha as both lower bound and aspirational target makes the central interpretation non-falsifiable."", ""source"": ""sheet""}, {""id"": ""A8"", ""severity"": ""minor"", ""gates"": [], ""brief"": ""Terminology misnomer; clarity issue but not a gate trigger."", ""source"": ""sheet""}, {""id"": ""A9"", ""severity"": ""major"", ""gates"": [""G4"", ""G7""], ""brief"": ""Pooled correlation conflates model-level and dataset-level variation, a confounding threat that inflates r and overclaims a model-level relationship."", ""source"": ""sheet""}, {""id"": ""A10"", ""severity"": ""moderate"", ""gates"": [""G6"", ""G3""], ""brief"": ""Unexplained exclusion of datasets from redundant results suggests narrow/selective evaluation and impairs reproducibility of the experimental matrix."", ""source"": ""sheet""}]"
CC-018,beyond_problem_solving,Beyond Problem Solving: A Three-Space Probe of LLM Critical Thinking,ACL ARR 2025,REJECTED,M,GPT4o,REJECT,AMBIGUOUS,medium,"The review provides constructive suggestions for improvement (baselines, ablations, clarity) without expressing a clear accept/reject recommendation, framing concerns as addressable enhancements rather than blocking issues or enthusiastic endorsement.",REJECT,"2 major/fatal concerns in fundamental gates (G1, G2).","G1, G2, G3",2,False,9,3,4,False,YES,"Review contains extensive multi-agent coordination artifacts (SEND MESSAGE fragments, Agent 1-6 references, step-by-step meta-planning about the review process itself) rather than direct paper critique; text is truncated mid-sentence and reads as process transcript rather than coherent review",DIFF,SAME,DIFF,NO,"[{""id"": ""A1"", ""severity"": ""major"", ""gates"": [""G2""], ""brief"": ""No baseline or prior-work comparisons directly implicates baseline fairness \u2014 framework's effectiveness cannot be contextualized against existing methods"", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""major"", ""gates"": [""G1""], ""brief"": ""Missing ablations means contributions of individual components are not tied to evidence \u2014 claims about framework effectiveness lack component-level support"", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""moderate"", ""gates"": [""G1""], ""brief"": ""Hypotheses stated without supporting evidence is a direct claim-evidence mismatch"", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""major"", ""gates"": [""G3""], ""brief"": ""Core framework (Three-Space Theory) poorly explained with unclear interactions means the method cannot be implemented or understood from the paper"", ""source"": ""sheet""}, {""id"": ""A5"", ""severity"": ""major"", ""gates"": [""G3""], ""brief"": ""Missing question selection criteria, modification guidelines, and preprocessing steps prevent reproducibility \u2014 method not implementable from paper"", ""source"": ""sheet""}, {""id"": ""A6"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A7"", ""severity"": ""moderate"", ""gates"": [""G3""], ""brief"": ""Undefined metrics and behavioral categories (Wrong/Right/Both Gaslight) without formal definitions undermine implementability of the evaluation"", ""source"": ""sheet""}, {""id"": ""A8"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A9"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}]"
CC-019,cmdp_meta_safe_rl,A CMDP-within-online Framework for Meta-Safe Reinforcement Learning,ICLR 2023,ACCEPTED,L,Opus,REJECT,REJECT,high,"The review lists multiple fundamental concerns (weak experiments, tabular-only theory disconnected from MuJoCo experiments, opaque bounds, and unproven modularity claim) framed as blocking rather than addressable, outweighing the acknowledged theoretical contributions.",REJECT,"5 major/fatal concerns in fundamental gates (G1, G2, G4).","G1, G2, G3, G4, G6, G7",5,False,9,9,6,False,,,SAME,SAME,SAME,NO,"[{""id"": ""A1"", ""severity"": ""major"", ""gates"": [""G2""], ""brief"": ""Missing natural competitor baselines (MAML+Lagrangian, primal-dual meta-learning) means headline empirical advantage rests on weak baselines."", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""major"", ""gates"": [""G1""], ""brief"": ""Experiments fail to empirically verify theoretical scaling predictions (TAOG/TACV vs T, M, D*, V_psi), so claimed theory-backed guarantees lack direct supporting evidence."", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""moderate"", ""gates"": [""G6""], ""brief"": ""Very few test-task steps (5-10), large variance bars, and MuJoCo relegated to appendix suggest cherry-picked/narrow evaluation conditions."", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""major"", ""gates"": [""G7""], ""brief"": ""Assumption 1 (full-support shrinkage simplex) confines theory to tabular softmax, yet framework is presented as broadly applicable \u2014 claims exceed evidence scope."", ""source"": ""sheet""}, {""id"": ""A5"", ""severity"": ""major"", ""gates"": [""G1"", ""G7""], ""brief"": ""Bounds scale with |S||A| and are vacuous for MuJoCo-scale environments, so the tabular theory does not support the continuous-control experimental claims."", ""source"": ""sheet""}, {""id"": ""A6"", ""severity"": ""major"", ""gates"": [""G7"", ""G1""], ""brief"": ""Uncharacterized desingularizing function h makes the convergence rate potentially arbitrarily slow, so the stated rate claims are not substantiated."", ""source"": ""sheet""}, {""id"": ""A7"", ""severity"": ""moderate"", ""gates"": [""G3"", ""G7""], ""brief"": ""Cumulative inexactness E_T and numerous unspecified problem-dependent constants leave the bound non-implementable as practical guidance and overstated in utility."", ""source"": ""sheet""}, {""id"": ""A8"", ""severity"": ""major"", ""gates"": [""G7"", ""G1""], ""brief"": ""Modularity claim (framework generalizes across within-task algorithms) is not instantiated beyond CRPO, so generality claim lacks evidence."", ""source"": ""sheet""}, {""id"": ""A9"", ""severity"": ""moderate"", ""gates"": [""G4""], ""brief"": ""Inherited CRPO limitations plus a proof correction via Assumption 4 raise validity/soundness concerns about the within-task guarantees underpinning the meta-analysis."", ""source"": ""sheet""}]"
CC-020,cmdp_meta_safe_rl,A CMDP-within-online Framework for Meta-Safe Reinforcement Learning,ICLR 2023,ACCEPTED,L,GPT4o,ACCEPT,ACCEPT,medium,"The reasons for acceptance emphasize significant theoretical contributions and 'first provable guarantees,' while the rejection reasons are framed as addressable concerns about clarity, complexity, and experimental breadth rather than fundamental flaws.",AMBIGUOUS,"Mixed: 1 fundamental hit(s), below auto-reject threshold.","G2, G6, G7",1,False,7,0,4,True,,,SAME,DIFF,DIFF,NO,"[{""id"": ""A1"", ""severity"": ""moderate"", ""gates"": [], ""brief"": ""Complexity/accessibility concern is stylistic, not a fundamental validity gate"", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""minor"", ""gates"": [], ""brief"": ""Notation accessibility concern; not a fatal-flaw gate"", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""major"", ""gates"": [""G7""], ""brief"": ""Assumptions about available distributions/parameters may make practical applicability claims exceed what evidence supports"", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""major"", ""gates"": [""G7""], ""brief"": ""Task-similarity assumptions may not hold broadly, suggesting claims of real-world applicability overreach"", ""source"": ""sheet""}, {""id"": ""A5"", ""severity"": ""major"", ""gates"": [""G6""], ""brief"": ""Limited environments indicates narrow evaluation that may not generalize"", ""source"": ""sheet""}, {""id"": ""A6"", ""severity"": ""major"", ""gates"": [""G2""], ""brief"": ""Missing comparison with SOTA methods on efficiency/scalability is a baseline fairness concern"", ""source"": ""sheet""}, {""id"": ""A7"", ""severity"": ""minor"", ""gates"": [], ""brief"": ""Clarity/presentation issue; not a fatal-flaw gate"", ""source"": ""sheet""}]"
CC-021,cmdp_meta_safe_rl,A CMDP-within-online Framework for Meta-Safe Reinforcement Learning,ICLR 2023,ACCEPTED,A,Opus,REJECT,REJECT,high,"The review explicitly states 'Decision: Reject' with low scores across Quality, Clarity, Significance, Soundness, Presentation, and Contribution (all 2s), and an Overall score of 4.",REJECT,"4 major/fatal concerns in fundamental gates (G1, G2).","G1, G2, G7",4,False,9,4,4,False,,,SAME,SAME,SAME,YES,"[{""id"": ""A1"", ""severity"": ""major"", ""gates"": [""G1"", ""G7""], ""brief"": ""Theory proves guarantees in tabular softmax setting but experiments run continuous control; claimed guarantees do not map to evaluated setting, and scope overclaim."", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""major"", ""gates"": [""G1"", ""G7""], ""brief"": ""Key bound depends on opaque function h with unknown growth rate, so the theoretical claim lacks direct quantitative evidence and may be vacuous."", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""major"", ""gates"": [""G2""], ""brief"": ""Only naive baselines (random init, averaging, single-task pretrain, FTAL); no meta-RL or modern safe RL comparators, so headline improvement rests on weak baselines."", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""major"", ""gates"": [""G1""], ""brief"": ""Central prediction that TAOG/TACV scale with task-similarity/relatedness is never quantitatively validated; claim lacks direct supporting evidence."", ""source"": ""sheet""}, {""id"": ""A5"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A6"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A7"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A8"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A9"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}]"
CC-022,cmdp_meta_safe_rl,A CMDP-within-online Framework for Meta-Safe Reinforcement Learning,ICLR 2023,ACCEPTED,A,GPT4o,REJECT,REJECT,high,"The review explicitly states 'Decision: Reject' and is dominated by weaknesses around theoretical justification, clarity, and lack of practical validation, with low scores across quality, soundness, and presentation.",REJECT,"3 major/fatal concerns in fundamental gates (G1, G2).","G1, G2, G7",3,False,7,4,4,False,,,SAME,SAME,SAME,YES,"[{""id"": ""A1"", ""severity"": ""major"", ""gates"": [""G1"", ""G7""], ""brief"": ""Theoretical claims about task similarity/convergence lack justification, indicating claim-evidence mismatch and potential overclaiming."", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""major"", ""gates"": [""G1"", ""G2""], ""brief"": ""Unclear result implications and baseline interpretations raise claim-evidence and baseline fairness concerns."", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""major"", ""gates"": [""G1""], ""brief"": ""Lack of practical validation means claims are not backed by empirical evidence beyond theory."", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""major"", ""gates"": [], ""brief"": ""Interpretive clarity is a presentation issue, not a fundamental gate trigger."", ""source"": ""sheet""}, {""id"": ""A5"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A6"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A7"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}]"
CC-023,cmdp_meta_safe_rl,A CMDP-within-online Framework for Meta-Safe Reinforcement Learning,ICLR 2023,ACCEPTED,O,Opus,REJECT,REJECT,high,"The reviewer identifies multiple technical errors including a factor-of-M discrepancy that invalidates a main theorem, a wrong-direction bound, an abstract/theorem mismatch, and an incorrect approximation, stating the theoretical claims cannot be fully trusted without careful revision.",REJECT,At least one fatal concern.,"G1, G4, G7",4,True,8,4,4,False,,,SAME,SAME,SAME,NO,"[{""id"": ""A1"", ""severity"": ""fatal"", ""gates"": [""G1"", ""G4"", ""G7""], ""brief"": ""Factor-of-M discrepancy between per-task regret bound and meta-algorithm loss is a validity bug in the proof that invalidates Theorem 3.3's claimed rate, making the headline convergence claim unsupported by its evidence and overclaimed."", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""major"", ""gates"": [""G1"", ""G4""], ""brief"": ""Lemma 4 item 3 bounds the constraint quantity in the wrong direction, a proof bug that means the stated constraint violation bound lacks correct supporting evidence."", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""major"", ""gates"": [""G1"", ""G7""], ""brief"": ""Abstract states a regret rate inconsistent with Theorem 3.2, so the headline claim does not match the formal result it purports to summarize."", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""major"", ""gates"": [""G1"", ""G4"", ""G7""], ""brief"": ""Incorrect asymptotic approximation in the Corollary 3 proof inflates the M dependence, so the claimed 1/M^{3/4} improvement rate is not actually supported by the derivation."", ""source"": ""sheet""}, {""id"": ""A5"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A6"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A7"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A8"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}]"
CC-024,cmdp_meta_safe_rl,A CMDP-within-online Framework for Meta-Safe Reinforcement Learning,ICLR 2023,ACCEPTED,M,GPT4o,REJECT,AMBIGUOUS,low,"The review consists of meta-planning steps and refinement suggestions without a clear accept/reject recommendation, offering constructive improvements but no overall verdict signal.",REJECT,3 major/fatal concerns in fundamental gates (G1).,"G1, G3, G7",3,False,9,6,6,False,YES,"Review contains multi-agent process artifacts: high-level plans, 'SEND MESSAGE' directives to agents, meta-commentary about refining comments, and repeated 'Step 3' sections. Text is truncated mid-sentence.",DIFF,SAME,DIFF,NO,"[{""id"": ""A1"", ""severity"": ""major"", ""gates"": [""G1""], ""brief"": ""Lack of statistical significance tests means empirical claims of improvement are not robustly supported by evidence."", ""source"": ""sheet""}, {""id"": ""A2"", ""severity"": ""major"", ""gates"": [""G1""], ""brief"": ""Missing component ablation means claims about contributions of individual framework components (CMDP-within-online, CRPO, DualDICE) lack direct supporting evidence."", ""source"": ""sheet""}, {""id"": ""A3"", ""severity"": ""major"", ""gates"": [""G1"", ""G7""], ""brief"": ""Unstated/unjustified theoretical assumptions undermine the validity of theoretical guarantees and risk overclaiming generalizability."", ""source"": ""sheet""}, {""id"": ""A4"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A5"", ""severity"": ""minor"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A6"", ""severity"": ""major"", ""gates"": [""G3""], ""brief"": ""Missing algorithmic details for inexact optimal policy derivation and state visitation distributions prevent reimplementation."", ""source"": ""sheet""}, {""id"": ""A7"", ""severity"": ""moderate"", ""gates"": [], ""brief"": """", ""source"": ""sheet""}, {""id"": ""A8"", ""severity"": ""major"", ""gates"": [""G3""], ""brief"": ""Missing CRPO decision rule, hyperparameters, learning rates, and safety thresholds block reproducibility of the method."", ""source"": ""sheet""}, {""id"": ""A9"", ""severity"": ""major"", ""gates"": [""G3""], ""brief"": ""Incomplete experimental setup (task variations, evaluation metrics) prevents reproduction and verification of empirical claims."", ""source"": ""sheet""}]"
